isolate,lineage,hostA,host,Region,Department,Province,District,Latitude,Longitude,Altitude_(masl),collecting_year,host_group,host_group2,host_Tiina,time,haplotype,MLGnew,geo,field_number
PLL007-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.775777778,-77.99805556,3220,2016,cultivated_potato,cultivated_potato,,current,0,MLG64,La Libertad-Sánchez Carrión-Huamachuco,50
PLL008-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.775777778,-77.99805556,3220,2016,cultivated_potato,cultivated_potato,,current,0,MLG239,La Libertad-Sánchez Carrión-Huamachuco,50
PLL009-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.775777778,-77.99805556,3220,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,50
PLL010-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.775777778,-77.99805556,3220,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,50
PLL011-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.775777778,-77.99805556,3220,2016,cultivated_potato,cultivated_potato,,current,0,MLG12,La Libertad-Sánchez Carrión-Huamachuco,50
PLL012-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,52
PLL013-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Huamachuco,52
PLL014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG8,La Libertad-Sánchez Carrión-Huamachuco,52
PLL015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG64,La Libertad-Sánchez Carrión-Huamachuco,52
PLL016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,52
PLL017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Huamachuco,51
PLL018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Huamachuco,51
PLL020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL022-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL023-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL024-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL025-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG196,La Libertad-Sánchez Carrión-Huamachuco,51
PLL027,EC1,S. chomatophilum,S. chomatophilum,North,La Libertad,Sánchez Carrión,Chugay,-7.811944444,-77.77361111,3850,1999,wild_potato,other,,old,0,MLG257,La Libertad-Sánchez Carrión-Chugay,45
PLL031,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,North,La Libertad,Sánchez Carrión,Chugay,-7.813611111,-77.77416667,3800,1999,cultivated_potato,cultivated_potato,,old,0,MLG257,La Libertad-Sánchez Carrión-Chugay,44
PLL040,EC1,S. habrochaites,S. habrochaites,North,La Libertad,Gran Chimú,Cascas,-7.415555556,-78.79666667,2440,1999,wild_tomato,other,,old,0,MLG257,La Libertad-Gran Chimú-Cascas,55
PLL041,EC1,S. mochiquense,S. mochiquense,North,La Libertad,Gran Chimú,Cascas,-7.415555556,-78.79666667,2440,1999,wild_potato,other,,old,0,MLG257,La Libertad-Gran Chimú-Cascas,55
PLL050,EC1,S. caripense,S. caripense,North,La Libertad,Gran Chimú,Cascas,-7.423888889,-78.7875,2095,1999,pepino,other,,old,0,MLG257,La Libertad-Gran Chimú-Cascas,54
PLL053,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG234,La Libertad-Sánchez Carrión-Chugay,48
PLL054,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG234,La Libertad-Sánchez Carrión-Chugay,48
PLL056,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG229,La Libertad-Sánchez Carrión-Chugay,48
PLL057,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG196,La Libertad-Sánchez Carrión-Chugay,48
PLL058,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG196,La Libertad-Sánchez Carrión-Chugay,48
PLL059,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.780388889,-77.86991667,3404,2013,cultivated_potato,cultivated_potato,,old,0,MLG196,La Libertad-Sánchez Carrión-Chugay,48
PLL061,EC1,S. tuberosum,S. tuberosum Group Andigenum,North,La Libertad,Sánchez Carrión,Chugay,-7.807611111,-78.80383333,3596,2013,cultivated_potato,cultivated_potato,,old,0,MLG127,La Libertad-Sánchez Carrión-Chugay,46
PLL062,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Huamachuco,52
PLL063,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.735619,-78.162295,3356,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,52
PLL064,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG239,La Libertad-Sánchez Carrión-Huamachuco,51
PLL065,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG65,La Libertad-Sánchez Carrión-Huamachuco,51
PLL066,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG46,La Libertad-Sánchez Carrión-Huamachuco,51
PLL067,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Huamachuco,-7.762194444,-77.98780556,3382,2016,cultivated_potato,cultivated_potato,,current,0,MLG63,La Libertad-Sánchez Carrión-Huamachuco,51
PLL068,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.77957,-77.872505,3700,2017,cultivated_potato,cultivated_potato,,current,0,MLG142,La Libertad-Sánchez Carrión-Chugay,49
PLL069,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.77957,-77.872505,3700,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Chugay,49
PLL070,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,La Libertad,Sánchez Carrión,Chugay,-7.77957,-77.872505,3700,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,La Libertad-Sánchez Carrión-Chugay,49
POX067,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Oxapampa,Oxapampa,-10.59194444,-75.38333333,1800,2000,cultivated_potato,cultivated_potato,,old,0,MLG151,Pasco-Oxapampa-Oxapampa,86
POX100,PE7,S. lycopersicum,S. lycopersicum,Center,Pasco,Oxapampa,Oxapampa,-10.59194444,-75.38333333,1800,2003,cultivated_tomato,other,,old,0,MLG5,Pasco-Oxapampa-Oxapampa,86
POX109,US1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Oxapampa,Oxapampa,-10.59194444,-75.43972222,1805,2005,cultivated_potato,cultivated_potato,,old,0,MLG70,Pasco-Oxapampa-Oxapampa,87
POX121,PE7,S. lycopersicum,S. lycopersicum,Center,Pasco,Oxapampa,Chontabamba,-10.55  ,-75.5677,1860,2008,cultivated_tomato,other,,old,0,MLG3,Pasco-Oxapampa-Chontabamba,88
POX143,EC1,S. chiquidenum,S. chiquidenum,Center,Pasco,Oxapampa,Chontabamba,-10.62555556,-75.5125,1900,2008,wild_potato,other,,old,0,MLG171,Pasco-Oxapampa-Chontabamba,81
POX144,EC1,S. bulbocastanum X S.tuberosum,S. bulbocastanum X S.tuberosum,Center,Pasco,Oxapampa,Chontabamba,-10.62555556,-75.5125,1900,2008,cultivated_potato,cultivated_potato,,old,0,MLG136,Pasco-Oxapampa-Chontabamba,81
POX169,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Oxapampa,Chontabamba,-10.62555556,-75.5125,1900,2008,cultivated_potato,cultivated_potato,,old,0,MLG154,Pasco-Oxapampa-Chontabamba,81
PPA001,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.75222222,-75.72361111,2950,1998,cultivated_potato,cultivated_potato,,old,0,MLG177,Pasco-Pasco-Paucartambo,78
PPA002,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.75222222,-75.72361111,2950,1998,cultivated_potato,cultivated_potato,,old,0,MLG177,Pasco-Pasco-Paucartambo,78
PPA008,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.75222222,-75.73722222,2970,1998,cultivated_potato,cultivated_potato,,old,0,MLG130,Pasco-Pasco-Paucartambo,78
PPA032,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Cerro de Pasco,-10.6777,-76.2613,4200,1998,cultivated_potato,cultivated_potato,,old,0,MLG177,Pasco-Pasco-Cerro de Pasco,80
PPA033,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Cerro de Pasco,-10.6777,-76.2613,4200,1998,cultivated_potato,cultivated_potato,,old,0,MLG162,Pasco-Pasco-Cerro de Pasco,80
PPA039,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Huariaca,-10.62106781,-76.16972473,3900,2010,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Huariaca,85
PPA040,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Huariaca,-10.6210704,-76.16903006,3718,2010,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Huariaca,84
PPA041,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.76272222,-75.73250556,2570,2012,pepino,other,,old,0,MLG80,Pasco-Pasco-Paucartambo,75
PPA042,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.76272222,-75.73250556,2570,2012,pepino,other,,old,0,MLG80,Pasco-Pasco-Paucartambo,75
PPA043,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.76272222,-75.73250556,2570,2012,pepino,other,,old,0,MLG80,Pasco-Pasco-Paucartambo,75
PPA044,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.76272222,-75.73250556,2570,2012,pepino,other,,old,0,MLG80,Pasco-Pasco-Paucartambo,75
PPA045,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.76494444,-75.75188889,2610,2013,cultivated_potato,cultivated_potato,,old,0,MLG208,Pasco-Pasco-Paucartambo,74
PPA046,US1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.76494444,-75.75188889,2610,2013,cultivated_potato,cultivated_potato,,old,0,MLG80,Pasco-Pasco-Paucartambo,74
PPA055,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.72205556,-75.86522222,4000,2013,cultivated_potato,cultivated_potato,,old,0,MLG151,Pasco-Pasco-Paucartambo,79
PPA056,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.76636111,-75.73830556,2610,2013,cultivated_potato,cultivated_potato,,old,0,MLG241,Pasco-Pasco-Paucartambo,73
PPA058,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.76636111,-75.73830556,2610,2013,cultivated_potato,cultivated_potato,,old,0,MLG258,Pasco-Pasco-Paucartambo,73
PPA059,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.76636111,-75.73830556,2610,2013,cultivated_potato,cultivated_potato,,old,0,MLG200,Pasco-Pasco-Paucartambo,73
PPA073,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.7555,-75.71019444,2682,2013,cultivated_potato,cultivated_potato,,old,0,MLG231,Pasco-Pasco-Paucartambo,77
PPA074,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.7555,-75.71019444,2682,2013,cultivated_potato,cultivated_potato,,old,0,MLG151,Pasco-Pasco-Paucartambo,77
PPA076,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Pasco,Pasco,Paucartambo,-10.7555,-75.71019444,2682,2013,cultivated_potato,cultivated_potato,,old,0,MLG243,Pasco-Pasco-Paucartambo,77
PPA078,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Yanacancha,82
PPA079,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Yanacancha,82
PPA081,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG58,Pasco-Pasco-Yanacancha,82
PPA082,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG19,Pasco-Pasco-Yanacancha,82
PPA083,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Yanacancha,82
PPA085,EC1,S. tuberosum,S. tuberosum Group Andigenum,Center,Pasco,Pasco,Yanacancha,-10.62555556,-76.17133333,3835,2013,cultivated_potato,cultivated_potato,,old,0,MLG179,Pasco-Pasco-Yanacancha,82
PPA087,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA088,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA089,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA090,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA091,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA092,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPA093,US1,S. muricatum,S. muricatum,Center,Pasco,Pasco,Paucartambo,-10.75960278,-75.72906944,2685,2017,pepino,other,,current,0,MLG91,Pasco-Pasco-Paucartambo,76
PPI001-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.188583333,-79.4725,2378,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,110
PPI002-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18375,-79.55230556,3212,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,114
PPI003,PE3,S. tuberosum,S. tuberosum Group Goniocalyx,North,Piura,Huancabamba,Huarmaca,-5.319722222,-79.51833333,3130,2000,cultivated_potato,cultivated_potato,,old,0,MLG34,Piura-Huancabamba-Huarmaca,93
PPI003-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18375,-79.55230556,3212,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,114
PPI004-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18375,-79.55230556,3212,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,114
PPI005,PE3,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huarmaca,-5.319722222,-79.51833333,3130,2000,cultivated_potato,cultivated_potato,,old,0,MLG34,Piura-Huancabamba-Huarmaca,93
PPI005-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18375,-79.55230556,3212,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,114
PPI006,EC1,S. habrochaites,S. habrochaites,North,Piura,Huancabamba,Sondor,-5.297777778,-79.41777778,2035,2000,wild_tomato,other,,old,0,MLG141,Piura-Huancabamba-Sondor,95
PPI006-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18375,-79.55230556,3212,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,114
PPI008-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.189805556,-79.53355556,2911,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,109
PPI009,US1,S. caripense,S. caripense,North,Piura,Huancabamba,Huancabamba,-5.261111111,-79.43388889,1900,2000,pepino,other,,old,0,MLG205,Piura-Huancabamba-Huancabamba,100
PPI009-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.189805556,-79.53355556,2911,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,109
PPI010-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.189805556,-79.53355556,2911,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,109
PPI011-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.196972222,-79.53088889,2957,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,107
PPI012,EC1,S. caripense,S. caripense,North,Piura,Huancabamba,Canchaque,-5.375277778,-79.57555556,2155,2000,pepino,other,,old,0,MLG177,Piura-Huancabamba-Canchaque,91
PPI013-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.196972222,-79.53088889,2957,2016,cultivated_potato,cultivated_potato,,current,0,MLG252,Piura-Huancabamba-Huancabamba,107
PPI014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.196972222,-79.53088889,2957,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,107
PPI015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.197111111,-79.53155556,2941,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,106
PPI016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.197111111,-79.53155556,2941,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,106
PPI017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.197111111,-79.53155556,2941,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,106
PPI018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.164722222,-79.53558333,2888,2016,cultivated_potato,cultivated_potato,,current,0,MLG251,Piura-Huancabamba-Huancabamba,118
PPI019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.164722222,-79.53558333,2888,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,118
PPI020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.164722222,-79.53558333,2888,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,118
PPI021,US1,S. lycopersicum,S. lycopersicum,North,Piura,Huancabamba,San Miguel de el Faique,-5.406111111,-79.63361111,795,2000,cultivated_tomato,other,,old,0,MLG93,Piura-Huancabamba-San Miguel de el Faique,86
PPI021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.164722222,-79.53558333,2888,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,118
PPI022-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG212,Piura-Huancabamba-Huancabamba,116
PPI023-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,116
PPI024-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,116
PPI025-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG244,Piura-Huancabamba-Huancabamba,116
PPI026,EC1,S. caripense,S. caripense,North,Piura,Huancabamba,Sondor,-5.261111111,-79.43388889,1900,2000,pepino,other,,old,0,MLG257,Piura-Huancabamba-Sondor,100
PPI026-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG138,Piura-Huancabamba-Huancabamba,116
PPI027-FTA,EC1,S. tuberosum,S. tuberosum Group Chaucha ,North,Piura,Huancabamba,Huancabamba,-5.177,-79.50730556,2847,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,116
PPI028-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18,-79.50533333,2759,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,115
PPI029-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18,-79.50533333,2759,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,115
PPI030-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.18,-79.50533333,2759,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Piura-Huancabamba-Huancabamba,115
PPI031-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Piura,Huancabamba,Huancabamba,-5.143444444,-79.54263889,3168,2016,cultivated_potato,cultivated_potato,,current,0,MLG220,Piura-Huancabamba-Huancabamba,120
