isolate,lineage,hostA,host,Region,Department,Province,District,Latitude,Longitude,Altitude_(masl),collecting_year,host_group,host_group2,host_Tiina,time,haplotype,MLGnew,geo,field_number
PCA068-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,0,MLG62,Cajamarca-Cutervo-Cutervo,167
PCA071,EC1,S. habrochaites,S. habrochaites,North,Cajamarca,Contumazá,Contumazá,-7.406111111,-78.80083333,2720,2000,wild_tomato,other,,old,0,MLG257,Cajamarca-Contumazá-Contumazá,162
PCA072,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG43,Cajamarca-Chota-Chota,156
PCA073,EC1,S. tuberosum,S. tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG83,Cajamarca-Cajamarca-Hualgayoc,147
PCA074,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG196,Cajamarca-Cajamarca-Hualgayoc,147
PCA075,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG248,Cajamarca-Cajamarca-Hualgayoc,147
PCA076,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG257,Cajamarca-Cajamarca-Hualgayoc,147
PCA077,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG187,Cajamarca-Cajamarca-Hualgayoc,147
PCA078,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG65,Cajamarca-Chota-Conchan,157
PCA079,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG47,Cajamarca-Chota-Conchan,157
PCA080,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG25,Cajamarca-Chota-Chota,156
PCA081,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG36,Cajamarca-Chota-Chota,156
PCA082,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG24,Cajamarca-Chota-Chota,156
PCO001-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.77016667,-75.32069444,3957,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,8
PCO002,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.61905516,-75.0123329,2280,1997,cultivated_potato,cultivated_potato,,old,0,MLG177,Junín-Concepción-Comas,27
PCO002-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.77016667,-75.32069444,3957,2017,cultivated_potato,cultivated_potato,,current,0,MLG188,Junín-Concepción-Comas,8
PCO003,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.61905516,-75.0123329,2280,1997,cultivated_potato,cultivated_potato,,old,0,MLG257,Junín-Concepción-Comas,27
PCO003-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG21,Junín-Concepción-Comas,9
PCO004-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG221,Junín-Concepción-Comas,9
PCO005-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG174,Junín-Concepción-Comas,9
PCO006-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,9
PCO007-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG161,Junín-Concepción-Comas,9
PCO008-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,9
PCO009-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,9
PCO010-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,9
PCO011-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG170,Junín-Concepción-Comas,9
PCO012-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG173,Junín-Concepción-Comas,9
PCO013-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,9
PCO014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Mariscal Castilla,22
PCO015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Mariscal Castilla,22
PCO016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Mariscal Castilla,22
PCO017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG163,Junín-Concepción-Mariscal Castilla,22
PCO018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG160,Junín-Concepción-Mariscal Castilla,22
PCO019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,0,MLG116,Junín-Concepción-Mariscal Castilla,22
PCO020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.62308333,-75.089,2530,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Mariscal Castilla,26
PCO021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.62308333,-75.089,2530,2017,cultivated_potato,cultivated_potato,,current,0,MLG164,Junín-Concepción-Mariscal Castilla,26
PCO022-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,29
PCO023-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,29
PCO024-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG155,Junín-Concepción-Comas,29
PCO025-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,29
PCO026-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG179,Junín-Concepción-Comas,29
PCO027-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG131,Junín-Concepción-Comas,29
PCO028-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG51,Junín-Concepción-Comas,29
PCO029-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG163,Junín-Concepción-Comas,29
PCO030-FTA,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,29
PCO031-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.60283333,-75.11416667,3568,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,28
PCO032-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Cochas,24
PCO034-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,0,MLG159,Junín-Concepción-Cochas,24
PCO036-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,0,MLG160,Junín-Concepción-Cochas,24
PCO037-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.73952778,-75.12575,3602,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,12
PCO038-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.73952778,-75.12575,3602,2017,cultivated_potato,cultivated_potato,,current,0,MLG218,Junín-Concepción-Comas,12
PCO039-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.73952778,-75.12575,3602,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,12
PCO041-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.83080556,-75.30263889,3872,2017,cultivated_potato,cultivated_potato,,current,0,MLG159,Junín-Concepción-Comas,4
PCO042-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.83080556,-75.30263889,3872,2017,cultivated_potato,cultivated_potato,,current,0,MLG172,Junín-Concepción-Comas,4
PCO091,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.65972222,-75.10333333,3272,2000,cultivated_potato,cultivated_potato,,old,0,MLG177,Junín-Concepción-Cochas,19
PCO092,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.65972222,-75.10333333,3272,2000,cultivated_potato,cultivated_potato,,old,0,MLG176,Junín-Concepción-Cochas,19
PCO093,EC1,S. paucissectum,S. paucissectum,Center,Junín,Concepción,Comas,-11.6675 ,-74.9533,2438,2003,wild_potato,other,,old,0,MLG177,Junín-Concepción-Comas,41
PCO095,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Junín,Concepción,Comas,-11.6575,-74.9081,4116,2005,cultivated_potato,cultivated_potato,,old,0,MLG145,Junín-Concepción-Comas,20
PCO096,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Junín,Concepción,Comas,-11.6575,-74.9081,4116,2005,cultivated_potato,cultivated_potato,,old,0,MLG152,Junín-Concepción-Comas,20
PCO097,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Junín,Concepción,Comas,-11.6575,-74.9081,4116,2005,cultivated_potato,cultivated_potato,,old,0,MLG152,Junín-Concepción-Comas,20
PCO098,EC1,S. tuberosum,S. tuberosum Group Chaucha ,Center,Junín,Concepción,Comas,-11.65001731,-74.96137526,3785,2005,cultivated_potato,cultivated_potato,,old,0,MLG152,Junín-Concepción-Comas,21
PCO101,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.77016667,-75.32069444,3957,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,8
PCO102,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.77016667,-75.32069444,3957,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,8
PCO103,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG54,Junín-Concepción-Comas,9
PCO104,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Junín-Concepción-Comas,9
PCO105,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO106,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO107,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO108,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Junín-Concepción-Comas,9
PCO109,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO110,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG221,Junín-Concepción-Comas,9
PCO111,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO112,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.76844444,-75.14816667,3885,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,9
PCO113,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Mariscal Castilla,22
PCO114,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Mariscal Castilla,22
PCO115,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG147,Junín-Concepción-Mariscal Castilla,22
PCO116,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Mariscal Castilla,22
PCO118,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.64116667,-75.08777778,2590,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG155,Junín-Concepción-Mariscal Castilla,22
PCO119,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,29
PCO120,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG131,Junín-Concepción-Comas,29
PCO121,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG51,Junín-Concepción-Comas,29
PCO122,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG158,Junín-Concepción-Comas,29
PCO123,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,29
PCO124,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,Center,Junín,Concepción,Comas,-11.58733333,-75.10636111,3158,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,29
PCO125,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.60283333,-75.11416667,3568,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,28
PCO126,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Cochas,24
PCO127,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Cochas,24
PCO128,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Cochas,-11.62597222,-75.11041667,3610,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG170,Junín-Concepción-Cochas,24
PCO129,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.73952778,-75.12575,3602,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,12
PCO130,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.73952778,-75.12575,3602,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Comas,12
PCO131,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Mariscal Castilla,-11.62308333,-75.089,2530,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG179,Junín-Concepción-Mariscal Castilla,26
PCO132,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Junín,Concepción,Comas,-11.83080556,-75.30263889,3872,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG121,Junín-Concepción-Comas,4
PCO133,EC1,S. candolleanum,S. candolleanum,Center,Junín,Concepción,Comas,-11.81972222,-75.29505556,4011,2017,wild_potato,other,,current,IIa,MLG179,Junín-Concepción-Comas,5
PCZ001,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Urubamba,Chincheros,-13.34615,-72.16397,3490,1997,cultivated_potato,cultivated_potato,,old,0,MLG154,Cusco-Urubamba-Chincheros,174
PCZ001-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG183,Cusco-Anta-Zurite,173
PCZ002,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Urubamba,Chincheros,-13.34615,-72.16397,3490,1997,cultivated_potato,cultivated_potato,,old,0,MLG139,Cusco-Urubamba-Chincheros,174
PCZ002-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG184,Cusco-Anta-Zurite,173
PCZ003,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Urubamba,Chincheros,-13.34615,-72.16397,3490,1997,cultivated_potato,cultivated_potato,,old,0,MLG139,Cusco-Urubamba-Chincheros,174
PCZ003-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG55,Cusco-Anta-Zurite,173
PCZ004-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG55,Cusco-Anta-Zurite,173
PCZ005,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Urubamba,Chincheros,-13.34615,-72.16397,3490,1997,cultivated_potato,cultivated_potato,,old,0,MLG141,Cusco-Urubamba-Chincheros,174
PCZ005-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG55,Cusco-Anta-Zurite,173
PCZ006-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44195798,-72.2421824,3443,2017,cultivated_potato,cultivated_potato,,current,0,MLG59,Cusco-Anta-Zurite,173
PCZ007,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Urubamba,Chincheros,-13.34615,-72.16397,3490,1997,cultivated_potato,cultivated_potato,,old,0,MLG16,Cusco-Urubamba-Chincheros,174
PCZ009-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44258872,-72.24368862,3449,2017,cultivated_potato,cultivated_potato,,current,0,MLG184,Cusco-Anta-Zurite,172
PCZ010-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44258872,-72.24368862,3449,2017,cultivated_potato,cultivated_potato,,current,0,MLG184,Cusco-Anta-Zurite,172
PCZ011-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44258872,-72.24368862,3449,2017,cultivated_potato,cultivated_potato,,current,0,MLG189,Cusco-Anta-Zurite,172
PCZ012-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Anta,Zurite,-13.44258872,-72.24368862,3449,2017,cultivated_potato,cultivated_potato,,current,0,MLG184,Cusco-Anta-Zurite,172
PCZ013-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,176
PCZ014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,0,MLG126,Cusco-Paucartambo-Challabamba,176
PCZ015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG146,Cusco-Paucartambo-Challabamba,176
PCZ016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,176
PCZ017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,IIa,MLG126,Cusco-Paucartambo-Challabamba,176
PCZ018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,176
PCZ019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.28361197,-71.63498038,3007,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,176
PCZ020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG113,Cusco-Paucartambo-Challabamba,179
PCZ021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG148,Cusco-Paucartambo-Challabamba,179
PCZ022-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG143,Cusco-Paucartambo-Challabamba,179
PCZ023-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Cusco,Paucartambo,Challabamba,-13.21333333,-71.64888889,3428,2017,cultivated_potato,cultivated_potato,,current,0,MLG154,Cusco-Paucartambo-Challabamba,179
