12,926,1,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
PJU046-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU048-FTA,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU049-FTA,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU050-FTA,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU051-FTA,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PJU052-FTA,EC1,0,134,136,0,264,266,284,290,300,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,266,268,270,0,331,355,0,173,175,204,213,217
PJU053-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU054-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU055-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU056-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,272,0,331,355,0,173,175,204,209,217
PJU057-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU059-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU060-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLI001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI002,EC1,0,134,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI003,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI004,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI006,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI014,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,355,355,0,173,175,204,213,221
PLI026,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI027,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI032,PE7,118,136,154,0,260,266,0,288,294,0,168,172,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,213,215,217
PLI033,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI034,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI036,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI039,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI041,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI044,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI046,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI054,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
PLI056,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLI058,PE3,0,148,148,0,266,266,0,290,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,168,0,268,268,0,341,355,0,175,175,0,213,217
PLI059,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL001,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PLL001-FTA,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL002,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL002-FTA,EC1,0,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL003,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL003-FTA,EC1,0,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL004,EC1,0,136,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,152,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL004-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL005-FTA,EC1,0,140,140,0,264,266,284,294,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,221
PLL006-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL007-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL008-FTA,EC1,0,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL009-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL010-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL011-FTA,EC1,136,138,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,0,204,213
PLL012-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL013-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL014-FTA,EC1,136,142,144,0,264,266,284,294,298,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL015-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL016-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL017-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL018-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL019-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL020-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL021-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL022-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL023-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL024-FTA,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL025-FTA,EC1,0,136,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL027,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL031,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL040,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL041,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL050,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL053,EC1,0,136,136,0,264,266,284,294,296,0,166,170,0,192,192,0,244,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL054,EC1,0,136,136,0,264,266,284,294,296,0,166,170,0,192,192,0,244,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL056,EC1,0,136,136,0,266,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,355,355,0,173,175,0,213,217
PLL057,EC1,0,136,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL058,EC1,0,136,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL059,EC1,0,136,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL061,EC1,0,134,136,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL062,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL063,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL064,EC1,0,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PLL065,EC1,0,140,140,0,264,266,284,294,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,221
PLL066,PE3,0,146,146,0,266,266,0,290,294,0,166,170,0,192,195,0,244,244,0,279,279,0,156,162,0,268,268,0,341,355,0,175,175,0,205,217
PLL067,EC1,0,140,140,0,264,266,284,294,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,221
PLL068,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL069,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PLL070,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
POX067,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
POX100,PE7,118,136,154,0,260,266,0,288,294,0,168,168,0,192,192,0,244,244,0,279,279,0,142,148,0,266,268,331,341,355,0,173,175,0,213,217
POX109,US1,0,140,142,0,266,266,284,292,294,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,266,268,331,341,355,0,173,175,0,205,217
POX121,PE7,118,136,150,0,260,266,288,294,298,0,168,168,0,192,192,0,244,244,0,270,279,142,148,150,0,266,268,331,341,355,0,173,175,0,213,217
POX143,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
POX144,EC1,0,134,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
POX169,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA002,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA008,EC1,0,134,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA032,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA033,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA039,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA040,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA041,US1,0,134,144,0,266,266,0,288,290,0,166,170,0,189,192,0,244,258,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPA042,US1,0,134,144,0,266,266,0,288,290,0,166,170,0,189,192,0,244,258,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPA043,US1,0,134,144,0,266,266,0,288,290,0,166,170,0,189,192,0,244,258,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPA044,US1,0,134,144,0,266,266,0,288,290,0,166,170,0,189,192,0,244,258,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPA045,EC1,0,136,144,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA046,US1,0,134,144,0,266,266,0,288,290,0,166,170,0,189,192,0,244,258,270,273,279,152,162,200,0,266,266,0,341,355,0,173,177,0,213,217
PPA055,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PPA056,EC1,0,136,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PPA058,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA059,EC1,0,136,140,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PPA073,EC1,0,136,136,0,264,266,0,282,286,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA074,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PPA076,EC1,0,136,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,173,0,213,217
PPA078,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA079,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA081,EC1,0,132,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA082,EC1,0,134,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPA083,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA085,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PPA087,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA088,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA089,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA090,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA091,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA092,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPA093,US1,0,134,138,0,266,266,288,290,298,0,166,170,0,189,192,0,244,256,270,273,279,0,156,162,0,266,266,0,341,355,0,173,177,0,213,217
PPI001-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI002-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI003,PE3,0,148,150,0,266,266,0,290,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPI003-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI004-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI005,PE3,0,148,150,0,266,266,0,290,292,0,166,170,0,192,195,0,244,244,0,279,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PPI005-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI006,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI006-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI008-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI009,US1,0,136,142,0,266,266,290,292,296,0,166,170,0,189,192,0,244,244,270,273,279,156,162,200,0,264,266,0,341,355,0,173,175,0,213,217
PPI009-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI010-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI011-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI012,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI013-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI014-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI015-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI016-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI017-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI018-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI019-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI020-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI021,US1,0,134,138,0,264,266,0,290,302,0,166,170,0,189,192,0,244,244,270,273,279,152,162,200,0,260,266,0,341,355,0,173,177,0,213,217
PPI021-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI022-FTA,EC1,0,136,138,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI023-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI024-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI025-FTA,EC1,0,136,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI026,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI026-FTA,EC1,0,134,136,0,264,266,284,292,298,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,331,355,0,175,175,204,213,217
PPI027-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI028-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI029-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI030-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI031-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI032,US1,0,134,138,0,266,266,0,290,302,0,166,170,0,189,192,0,244,244,270,273,279,152,162,200,0,260,266,0,341,355,0,173,177,0,213,217
PPI032-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI033-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI034-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI035-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI036-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI037-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PPI038-FTA,EC1,0,136,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
